Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Src Port
443,6,,90058729,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0333115960364042,0.0666231920728084,18011745.8,24644277.66864676,45014082.0,13914.0,45016230.0,45016230.0,0.0,45016230.0,45016230.0,90058729.0,30019576.33333333,25985309.681639936,45027996.0,14326.0,0,40,116,0.0222077306909361,0.0444154613818722,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,265,2,0,14120.0,291.3279938488576,14326.0,13914.0,45008199.0,8319.818387440919,45014082.0,45002316.0,No Label,50465
443,6,,90137417,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0332825157392739,0.0665650314785479,18027483.4,24629818.218459312,45011698.0,14423.0,45018876.0,45018876.0,0.0,45018876.0,45018876.0,90137417.0,30045805.666666668,25941143.09076245,45026121.0,91554.0,0,40,116,0.0221883438261826,0.0443766876523652,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,261,2,0,52988.5,54539.8531396996,91554.0,14423.0,45008075.5,5122.988629696537,45011698.0,45004453.0,No Label,50482
1900,17,,60453543,3,1,519.0,173.0,173.0,173.0,173.0,0.0,173.0,173.0,173.0,0.0,11.44680635177991,0.0661665107039301,20151181.0,34902866.72644041,60453540.0,1.0,60453542.0,30226771.0,42747106.66651864,60453540.0,2.0,0.0,0.0,0.0,0.0,0.0,0,24,8,0.0496248830279475,0.0165416276759825,173.0,173.0,173.0,0.0,0.0,0,0,0,0,0,0,0,0.0,216.25,173.0,173.0,3,519,1,173,-1,-1,3,0,1.0,0.0,1.0,1.0,60453540.0,0.0,60453540.0,60453540.0,No Label,51370
443,6,,90059328,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0333113744752792,0.0666227489505584,18011865.6,24644035.14500525,45008396.0,13567.0,45021770.0,45021770.0,0.0,45021770.0,45021770.0,90059328.0,30019776.0,25984382.97241062,45022455.0,15595.0,0,40,116,0.0222075829835194,0.0444151659670389,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,153,2,0,14827.0,1086.116015902537,15595.0,14059.0,45008053.5,484.368145112785,45008396.0,45007711.0,No Label,50458
443,6,,90059264,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0333113981477796,0.0666227962955593,18011852.8,24644604.586666618,45008911.0,13241.0,45022529.0,45022529.0,0.0,45022529.0,45022529.0,90059264.0,30019754.666666668,25985240.917183053,45023022.0,14583.0,0,40,116,0.0222075987651864,0.0444151975303728,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,137,2,0,14347.0,333.75440072005046,14583.0,14111.0,45008664.5,348.6036431249679,45008911.0,45008418.0,No Label,50453
443,6,,99404301,10,16,493.0,1306.0,189.0,0.0,49.3,75.57637784975466,499.0,0.0,81.625,168.1772378573668,18.097808464042213,0.2615580989800431,3976172.040000001,12485573.593102772,45012175.0,0.0,90064322.0,10007146.888888888,19852253.758363668,45027175.0,18.0,99404301.0,6626953.4,15767922.07098562,45026972.0,0.0,0,200,380,0.1005992688384781,0.160958830141565,0.0,499.0,66.66666666666667,136.799685109849,18714.153846153848,0,0,0,0,1,0,0,1.0,69.23076923076923,49.3,81.625,10,493,16,1306,-1,277,7,0,49454.0,45292.72631449778,100703.0,14797.0,33080306.666666668,20659945.402791902,45012175.0,9224257.0,No Label,50481
443,6,,102831483,81,91,163.0,119932.0,87.0,0.0,2.0123456790123457,11.174182103358277,1452.0,0.0,1317.9340659340664,414.6854980235771,1167.8816301812938,1.672639496991403,601353.701754386,4941188.361584374,45015363.0,0.0,90123101.0,1126538.7625,7076383.256029222,45067448.0,9.0,102831483.0,1142572.0333333332,6785655.439561364,45027439.0,0.0,0,1716,1856,0.7876965073040909,0.884942989687312,0.0,1452.0,694.1965317919074,724.0845275319433,524298.4030111575,0,0,0,0,1,0,0,1.0,698.2325581395348,2.0123456790123457,1317.934065934066,81,163,91,119932,-1,501,5,0,38901.0,46219.98782994215,92271.0,12076.0,34232550.666666664,18666011.71350421,45015363.0,12678898.0,No Label,50507
443,6,,1,0,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,24000000.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,40,0.0,2000000.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0.0,24.0,0.0,12.0,0,0,2,24,-1,501,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,50507
443,6,,89,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22471.91011235955,89.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,11235.955056179777,11235.955056179777,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1,0,1,0,-1,516,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,50507
443,6,,90371097,16,22,2207.0,7237.0,989.0,0.0,137.9375,278.9737069450572,1412.0,0.0,328.9545454545455,523.1676847884687,104.5024384289592,0.4204884223105092,2442462.081081081,10316580.650605958,45012975.0,0.0,90338678.0,6022578.533333333,15836533.63781126,45029707.0,15.0,90371097.0,4303385.571428571,13538904.707061663,45028798.0,0.0,0,332,500,0.1770477567623196,0.2434406655481895,0.0,1412.0,242.15384615384613,438.6990059411637,192456.8178137652,0,1,0,0,0,0,0,1.0,248.52631578947367,137.9375,328.95454545454544,16,2207,22,7237,-1,280,9,0,166626.0,211982.1277183527,316520.0,16732.0,45012520.5,642.7600640985717,45012975.0,45012066.0,No Label,50664
443,6,,100245310,7,6,4023.0,322.0,1440.0,0.0,574.7142857142857,711.8604063264356,321.0,0.0,53.66666666666667,130.9666624247051,43.34367363420792,0.1296818773865829,8353775.833333333,17313994.969577793,45013348.0,5.0,54796744.0,9132790.666666666,17957214.638998393,44958763.0,5.0,100245310.0,20049062.0,23306109.288538028,45231834.0,4391.0,0,140,156,0.06982870320816,0.0598531741784229,0.0,1440.0,310.4285714285714,562.0339045734785,315882.10989010986,0,0,0,0,1,0,0,0.0,334.3076923076923,574.7142857142857,53.66666666666666,7,4023,6,322,-1,16386,6,0,238778.66666666663,34244.34437003187,278316.0,218486.0,33104430.0,20579597.14006343,45013348.0,9341179.0,No Label,50449
443,6,,96945546,8,9,2327.0,120.0,1440.0,0.0,290.875,507.7663797737808,80.0,0.0,13.333333333333334,28.111385593741197,25.240973938090978,0.1753561736606239,6059096.625,15269112.474382237,45011686.0,0.0,90529779.0,12932825.57142857,21947240.096814025,45163900.0,2.0,96945546.0,12118193.25,20507830.238311976,45163668.0,0.0,0,160,228,0.0825205523108818,0.092835621349742,0.0,1440.0,136.00000000000003,356.1764268713239,126861.64705882352,0,0,0,0,1,0,0,1.0,144.0,290.875,13.333333333333334,8,2327,9,120,-1,16386,6,0,237194.3333333333,149651.27968157615,409989.0,149380.0,32027327.0,22441266.07907778,45011686.0,6114405.0,No Label,50469
443,6,,90058086,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0333118338757499,0.0666236677514998,18011617.2,24643657.783236355,45011941.0,13874.0,45027080.0,45027080.0,0.0,45027080.0,45027080.0,90058086.0,30019362.0,25985154.88960528,45025815.0,14290.0,0,40,116,0.0222078892504999,0.0444157785009999,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,261,2,0,14714.5,600.3336572273788,15139.0,14290.0,45007391.5,6433.964602016396,45011941.0,45002842.0,No Label,50521
443,6,,90053052,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.033313696019986,0.0666273920399721,18010610.4,24640412.800798293,45005226.0,12857.0,45025472.0,45025472.0,0.0,45025472.0,45025472.0,90053052.0,30017684.0,25983702.30222439,45020680.0,14289.0,0,40,116,0.0222091306799907,0.0444182613599814,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,261,2,0,17267.5,4212.235095528264,20246.0,14289.0,45002830.0,3388.455695445936,45005226.0,45000434.0,No Label,50523
443,6,,90058238,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0333117776521454,0.0666235553042909,18011647.6,24642670.699850112,45011418.0,13556.0,45029070.0,45029070.0,0.0,45029070.0,45029070.0,90058238.0,30019412.666666668,25985147.554101177,45024974.0,14349.0,0,40,116,0.0222078517680969,0.0444157035361939,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,253,2,0,16000.5,2335.5736982591666,17652.0,14349.0,45006340.5,7180.66936294939,45011418.0,45001263.0,No Label,50529
443,6,,90046133,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0333162557907955,0.0666325115815911,18009226.6,24641071.56776618,45004160.0,12496.0,45017602.0,45017602.0,0.0,45017602.0,45017602.0,90046133.0,30015377.666666668,25983257.90718328,45020019.0,12496.0,0,40,116,0.0222108371938637,0.0444216743877274,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,253,2,0,12969.0,668.9230150024739,13442.0,12496.0,45002168.0,2817.1134162472054,45004160.0,45000176.0,No Label,50528
443,6,,90232134,20,24,7654.0,7506.0,1440.0,0.0,382.7,588.4553464255738,1452.0,0.0,312.74999999999994,552.3488382629539,168.01109901711956,0.4876311580971808,2098421.720930232,9583996.27535899,44999537.0,0.0,90201919.0,4747469.421052631,14182175.744683858,45015910.0,1.0,90232134.0,3923136.260869565,12967969.958386846,45027362.0,0.0,0,412,564,0.2216505264078094,0.2659806316893713,0.0,1452.0,336.88888888888886,559.3384575558971,312859.51010101003,0,1,0,0,0,0,0,1.0,344.54545454545456,382.7,312.75,20,7654,24,7506,-1,16385,12,0,124881.0,153453.4852259798,233389.0,16373.0,44984209.0,21677.0654840548,44999537.0,44968881.0,No Label,50676
443,6,,90629956,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0331016380500063,0.0662032761000126,18125991.2,24545345.02668323,45014569.0,200215.0,45213785.0,45213785.0,0.0,45213785.0,45213785.0,90629956.0,30209985.33333333,25989050.265326016,45214784.0,200415.0,0,40,116,0.0220677587000042,0.0441355174000084,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,63,2,0,200315.0,141.4213562373095,200415.0,200215.0,45014069.5,706.399674405361,45014569.0,45013570.0,No Label,50541
443,6,,0,0,2,0.0,77.0,0.0,0.0,0.0,0.0,46.0,31.0,38.5,10.606601717798211,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0.0,0.0,31.0,46.0,41.0,8.660254037844387,75.0,0,0,0,1,1,0,0,0.0,61.5,0.0,38.5,0,0,2,77,-1,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,50541
443,6,,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.01408450704,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,14084.50704225352,14084.50704225352,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1,0,1,0,-1,513,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,50541
443,6,,110488432,17,22,8957.0,724.0,1452.0,0.0,526.8823529411765,681.4407423203559,251.0,0.0,32.909090909090914,75.65391696082332,87.62003247543598,0.3529781289682887,2907590.315789474,10315614.848327396,45007510.0,0.0,100129740.0,6258108.75,15336948.004130907,45025606.0,2.0,110488432.0,5261353.904761905,13564471.712283725,45020441.0,0.0,0,340,500,0.1538622613451515,0.1991158676231372,0.0,1452.0,242.05,505.0910529744828,255116.97179487185,0,0,0,0,1,0,0,1.0,248.25641025641025,526.8823529411765,32.90909090909091,17,8957,22,724,-1,501,15,0,21509.75,12437.30569362459,39836.0,12931.0,27597350.5,20100075.649749275,45007510.0,10049966.0,No Label,50508
443,6,,1,0,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,24000000.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,40,0.0,2000000.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0.0,24.0,0.0,12.0,0,0,2,24,-1,501,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,50508
443,6,,99,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20202.020202020205,99.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,10101.010101010104,10101.010101010104,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1,0,1,0,-1,514,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,50508
1900,17,,60581655,3,1,519.0,173.0,173.0,173.0,173.0,0.0,173.0,173.0,173.0,0.0,11.422599795268056,0.066026588411954,20193885.0,34976833.09015223,60581653.0,1.0,60581654.0,30290827.0,42837696.94468357,60581653.0,1.0,0.0,0.0,0.0,0.0,0.0,0,24,8,0.0495199413089655,0.0165066471029885,173.0,173.0,173.0,0.0,0.0,0,0,0,0,0,0,0,0.0,216.25,173.0,173.0,3,519,1,173,-1,-1,3,0,1.0,0.0,1.0,1.0,60581653.0,0.0,60581653.0,60581653.0,No Label,33741
443,6,,96423543,12,11,5231.0,397.0,1440.0,0.0,435.9166666666666,601.3115148396777,243.0,0.0,36.09090909090909,76.96681693490325,58.36748811439132,0.2385309571128287,4382888.318181817,13172830.366628865,45001523.0,0.0,95026566.0,8638778.727272727,18053819.77349582,45153376.0,3.0,51422020.0,5142201.999999999,14126714.345621709,45163750.0,0.0,0,240,256,0.1244509341458237,0.114080022967005,0.0,1440.0,234.54166666666669,466.76238989788845,217867.12862318844,0,0,0,0,1,0,0,0.0,244.7391304347826,435.9166666666667,36.09090909090909,12,5231,11,397,-1,16382,10,0,3225577.5,4346902.874898461,6299302.0,151853.0,44986194.0,21678.47969761717,45001523.0,44970865.0,No Label,50535
443,6,,115750151,7,9,7917.0,722.0,1440.0,1.0,1131.0,526.694408552056,361.0,0.0,80.22222222222223,158.90309765528312,74.63489183698775,0.1382287613603199,7716676.733333334,15960261.976522254,45008154.0,0.0,80478595.0,13413099.166666666,21018114.069805127,45232892.0,2.0,115750151.0,14468768.875,20016357.00818132,45229244.0,0.0,0,140,216,0.0604750830951399,0.0777536782651799,0.0,1440.0,508.2352941176471,636.7563829098775,405458.69117647054,0,0,0,0,1,0,0,1.0,540.0,1131.0,80.22222222222223,7,7917,9,722,-1,16381,7,0,233303.0,21288.779368484236,257885.0,220934.0,38257112.0,5848244.901400676,45008154.0,34741797.0,No Label,50446
443,6,,90072518,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0333064964387916,0.0666129928775833,18014503.6,24645823.041156556,45014726.0,15101.0,45027273.0,45027273.0,0.0,45027273.0,45027273.0,90072518.0,30024172.666666668,25988618.54929431,45031425.0,15101.0,0,40,116,0.0222043309591944,0.0444086619183889,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,253,2,0,15900.0,1129.956636336103,16699.0,15101.0,45012650.0,2935.9073554865454,45014726.0,45010574.0,No Label,50527
443,6,,90417908,2,4,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.0331792679830637,0.0663585359661274,18083581.6,24580866.192595843,45015782.0,124295.0,45142260.0,45142260.0,0.0,45142260.0,45142260.0,90417908.0,30139302.666666668,25993763.445648964,45161778.0,124295.0,0,40,116,0.0221195119887091,0.0442390239774182,0.0,1.0,0.5714285714285714,0.5345224838248487,0.2857142857142856,0,0,0,0,1,0,0,2.0,0.6666666666666666,1.0,0.25,2,2,4,1,-1,63,2,0,125386.5,1543.614103330233,126478.0,124295.0,45010569.5,7371.588193869758,45015782.0,45005357.0,No Label,50556
443,6,,1,0,2,0.0,77.0,0.0,0.0,0.0,0.0,46.0,31.0,38.5,10.606601717798211,77000000.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,40,0.0,2000000.0,31.0,46.0,41.0,8.660254037844387,75.0,0,0,0,1,1,0,0,0.0,61.5,0.0,38.5,0,0,2,77,-1,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,50556
443,6,,88,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22727.272727272728,88.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,11363.636363636364,11363.636363636364,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1,0,1,0,-1,512,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,50556
29810,17,,111630592,11,1,3927.0,357.0,357.0,357.0,357.0,0.0,357.0,357.0,357.0,0.0,38.37657691540326,0.1074974143288606,10148235.636363637,17916.613386869263,10178235.0,10122285.0,101494708.0,10149470.8,18385.474760739355,10178235.0,10122285.0,0.0,0.0,0.0,0.0,0.0,0,88,8,0.0985392964681222,0.0089581178607383,357.0,357.0,357.0,0.0,0.0,0,0,0,0,0,0,0,0.0,386.75,357.0,357.0,11,3927,1,357,-1,-1,11,0,0.0,0.0,0.0,0.0,10148235.636363637,17916.613386869263,10178235.0,10122285.0,No Label,56507
443,6,,110420489,5,4,112.0,191.0,56.0,0.0,22.4,30.672463220289305,56.0,45.0,47.75,5.499999999999999,2.744055951427637,0.0815066124186427,13802561.125,25398232.831371117,54956920.0,43396.0,110244429.0,27561107.25,31628697.551323183,54956920.0,166100.0,110371072.0,36790357.333333336,31754328.61210374,55124503.0,123617.0,0,100,80,0.0452814513436903,0.0362251610749523,0.0,56.0,35.9,25.23423600322916,636.7666666666667,0,0,0,1,1,0,0,0.0,39.888888888888886,22.4,47.75,5,112,4,191,-1,2048,2,0,171080.0,7042.783540618013,176060.0,166100.0,54952362.5,6445.27831051538,54956920.0,54947805.0,No Label,50455
1900,17,,106601563,5,1,865.0,173.0,173.0,173.0,173.0,0.0,173.0,173.0,173.0,0.0,9.737193065358714,0.0562843529789521,21320312.6,29194069.39446367,53359465.0,0.0,106601563.0,26650390.75,30773257.27279501,53359465.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,8,0.04690362748246,0.009380725496492,173.0,173.0,173.0,0.0,0.0,0,0,0,0,0,0,0,0.0,201.83333333333331,173.0,173.0,5,865,1,173,-1,-1,5,0,1.0,0.0,1.0,1.0,53300781.0,82991.70869430271,53359465.0,53242097.0,No Label,11872
1900,17,,119998009,8,1,2135.0,292.0,292.0,254.0,266.87499999999994,16.057374807679043,292.0,292.0,292.0,0.0,20.225335572026037,0.0750012443956466,14999751.125,27774141.240404505,59999026.0,0.0,119998009.0,17142572.714285713,29276515.40950262,59999026.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64,8,0.0666677727961303,0.0083334715995162,254.0,292.0,271.90000000000003,17.685210393621748,312.7666666666668,0,0,0,0,0,0,0,0.0,302.1111111111111,266.875,292.0,8,2135,1,292,-1,-1,8,0,1.0,0.0,1.0,1.0,59999003.0,32.526911934581186,59999026.0,59998980.0,No Label,1900
443,6,,59894519,2,4,1.0,74.0,1.0,0.0,0.5,0.7071067811865476,73.0,0.0,18.5,36.33639130862245,1.252201390915252,0.1001761112732201,11978903.8,19550761.197515063,45006060.0,101.0,14874551.0,14874551.0,0.0,14874551.0,14874551.0,59894418.0,19964806.0,22932684.20976496,45019355.0,13908.0,0,40,104,0.0333920370910733,0.0667840741821467,0.0,73.0,10.857142857142858,27.40698555373898,751.1428571428572,0,0,0,0,1,0,0,2.0,12.666666666666666,0.5,18.5,2,1,4,74,-1,265,1,0,13601.5,433.4564568673536,13908.0,13295.0,29933607.5,21315666.743724264,45006060.0,14861155.0,No Label,50465
443,6,,64849045,2,6,1.0,130.0,1.0,0.0,0.5,0.7071067811865476,73.0,0.0,21.666666666666668,33.613489355713526,2.0200760088294283,0.1233634203865299,9264149.285714287,16674159.101148477,45010844.0,0.0,14876127.0,14876127.0,0.0,14876127.0,14876127.0,64849045.0,12969809.0,18923275.35705866,45055273.0,0.0,0,40,144,0.0308408550966324,0.0925225652898974,0.0,73.0,14.666666666666666,28.574464124459094,816.5,0,0,0,0,1,0,0,3.0,16.5,0.5,21.666666666666668,2,1,6,130,-1,261,1,0,29028.5,21779.59596732685,44429.0,13628.0,29895766.5,21375947.59682041,45010844.0,14780689.0,No Label,50482
443,6,,59850065,1,5,1.0,40.0,1.0,1.0,1.0,0.0,39.0,0.0,8.0,17.334935823359714,0.6850452042115577,0.1002505176894962,11970013.0,19547871.48134385,45004200.0,1.0,0.0,0.0,0.0,0.0,0.0,59850065.0,14962516.25,21219525.26294697,45020078.0,1.0,0,20,124,0.016708419614916,0.0835420980745802,0.0,39.0,5.999999999999999,14.560219778561036,212.0,0,0,0,0,1,0,0,5.0,7.0,1.0,8.0,1,1,5,40,-1,137,1,0,15086.5,1119.3500346183048,15878.0,14295.0,29909945.5,21346499.42781112,45004200.0,14815691.0,No Label,50453
443,6,,237,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8438.818565400845,237.0,0.0,237.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,4219.409282700422,4219.409282700422,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1,0,1,0,-1,517,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Label,50453
443,6,,59917643,1,5,1.0,25.0,1.0,1.0,1.0,0.0,24.0,0.0,5.0,10.63014581273465,0.4339289514442349,0.1001374503332849,11983528.6,19551322.119882166,45006491.0,0.0,0.0,0.0,0.0,0.0,0.0,59917643.0,14979410.75,21220550.690992124,45022319.0,0.0,0,20,124,0.0166895750555474,0.0834478752777374,0.0,24.0,3.857142857142857,8.89622712968015,79.14285714285714,0,0,0,0,1,0,0,5.0,4.5,1.0,5.0,1,1,5,25,-1,153,1,0,14862.0,1366.1303012524097,15828.0,13896.0,29943959.5,21301636.33097196,45006491.0,14881428.0,No Label,50458
443,6,,59894587,2,4,1.0,74.0,1.0,0.0,0.5,0.7071067811865476,73.0,0.0,18.5,36.33639130862245,1.2521999692559864,0.1001759975404789,11978917.4,19551315.32161485,45007815.0,122.0,14872426.0,14872426.0,0.0,14872426.0,14872426.0,59894465.0,19964821.666666668,22933822.096980352,45021309.0,14346.0,0,40,104,0.0333919991801596,0.0667839983603192,0.0,73.0,10.857142857142858,27.40698555373898,751.1428571428572,0,0,0,0,1,0,0,2.0,12.666666666666666,0.5,18.5,2,1,4,74,-1,253,1,0,13920.0,602.4549775709385,14346.0,13494.0,29933312.5,21318565.88152713,45007815.0,14858810.0,No Label,50529
443,6,,59912277,2,4,1.0,74.0,1.0,0.0,0.5,0.7071067811865476,73.0,0.0,18.5,36.33639130862245,1.2518302384000528,0.1001464190720042,11982455.4,19548719.322952725,45000731.0,123.0,14896793.0,14896793.0,0.0,14896793.0,14896793.0,59912154.0,19970718.0,22928597.49903328,45016553.0,14753.0,0,40,104,0.033382139690668,0.0667642793813361,0.0,73.0,10.857142857142858,27.40698555373898,751.1428571428572,0,0,0,0,1,0,0,2.0,12.666666666666666,0.5,18.5,2,1,4,74,-1,253,1,0,15287.5,755.8971490884193,15822.0,14753.0,29940789.5,21297973.51784541,45000731.0,14880848.0,No Label,50528
443,6,,64918202,2,6,1.0,130.0,1.0,0.0,0.5,0.7071067811865476,73.0,0.0,21.666666666666668,33.613489355713526,2.017924033077811,0.123232002020019,9274028.857142858,16681425.178277127,45007380.0,1.0,14952808.0,14952808.0,0.0,14952808.0,14952808.0,64918202.0,12983640.4,18911857.58098094,45021858.0,1.0,0,40,144,0.0308080005050047,0.0924240015150142,0.0,73.0,14.666666666666666,28.574464124459094,816.5,0,0,0,0,1,0,0,3.0,16.5,0.5,21.666666666666668,2,1,6,130,-1,261,1,0,13627.0,1203.4957415795038,14478.0,12776.0,29945969.0,21300051.70467532,45007380.0,14884558.0,No Label,50521
443,6,,64934707,2,6,1.0,130.0,1.0,0.0,0.5,0.7071067811865476,73.0,0.0,21.666666666666668,33.613489355713526,2.017411120373578,0.1232006791067833,9276386.714285716,16682048.38446181,45007087.0,1.0,14964816.0,14964816.0,0.0,14964816.0,14964816.0,64934707.0,12986941.4,18912114.206256125,45022211.0,1.0,0,40,144,0.0308001697766958,0.0924005093300875,0.0,73.0,14.666666666666666,28.574464124459094,816.5,0,0,0,0,1,0,0,3.0,16.5,0.5,21.666666666666668,2,1,6,130,-1,261,1,0,13694.5,2021.6182874123397,15124.0,12265.0,29952623.0,21290227.163057517,45007087.0,14898159.0,No Label,50523
